uri,Artist,Track,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
spotify:track:5haXbSJqjjM0TCJ5XkfEaC,James Brown,I Got You (I Feel Good),68,0.613,0.487,7,-8.781,1,0.0935,0.412,1.02e-05,0.286,0.699,143.332,audio_features,5haXbSJqjjM0TCJ5XkfEaC,https://api.spotify.com/v1/tracks/5haXbSJqjjM0TCJ5XkfEaC,https://api.spotify.com/v1/audio-analysis/5haXbSJqjjM0TCJ5XkfEaC,165800,4
spotify:track:7bFfjakySYhojqSPrAPtc3,James Brown,Try Me,54,0.676,0.224,0,-15.193,1,0.0293,0.931,0.0,0.302,0.665,101.47,audio_features,7bFfjakySYhojqSPrAPtc3,https://api.spotify.com/v1/tracks/7bFfjakySYhojqSPrAPtc3,https://api.spotify.com/v1/audio-analysis/7bFfjakySYhojqSPrAPtc3,153707,3
spotify:track:5XeSAezNDk9tuw3viiCbZ3,James Brown,Get Up Offa That Thing,57,0.864,0.813,2,-6.909,1,0.361,0.217,0.0,0.874,0.72,118.006,audio_features,5XeSAezNDk9tuw3viiCbZ3,https://api.spotify.com/v1/tracks/5XeSAezNDk9tuw3viiCbZ3,https://api.spotify.com/v1/audio-analysis/5XeSAezNDk9tuw3viiCbZ3,239733,4
spotify:track:00pGV4EInVd77cnOIwPTCv,James Brown,Papa's Got A Brand New Bag,51,0.738,0.541,4,-9.508,1,0.09,0.292,1.15e-05,0.0861,0.925,127.942,audio_features,00pGV4EInVd77cnOIwPTCv,https://api.spotify.com/v1/tracks/00pGV4EInVd77cnOIwPTCv,https://api.spotify.com/v1/audio-analysis/00pGV4EInVd77cnOIwPTCv,128173,4
spotify:track:5OcyX5eg7VrJuI833qOCUc,James Brown,The Payback,54,0.868,0.644,6,-10.987,1,0.194,0.159,0.00018,0.901,0.785,97.933,audio_features,5OcyX5eg7VrJuI833qOCUc,https://api.spotify.com/v1/tracks/5OcyX5eg7VrJuI833qOCUc,https://api.spotify.com/v1/audio-analysis/5OcyX5eg7VrJuI833qOCUc,459893,4
spotify:track:6LzjgzpVl0hB3YrBU1b8Z1,James Brown,The Boss,58,0.736,0.354,1,-14.709,1,0.0475,0.579,0.0103,0.0757,0.62,97.924,audio_features,6LzjgzpVl0hB3YrBU1b8Z1,https://api.spotify.com/v1/tracks/6LzjgzpVl0hB3YrBU1b8Z1,https://api.spotify.com/v1/audio-analysis/6LzjgzpVl0hB3YrBU1b8Z1,194867,4
spotify:track:3SQ9Hb9rfpJ02AWfaOPhpy,James Brown,"It's A Man's, Man's, Man's World",60,0.539,0.24,3,-16.632,0,0.0426,0.687,5.12e-05,0.133,0.567,80.816,audio_features,3SQ9Hb9rfpJ02AWfaOPhpy,https://api.spotify.com/v1/tracks/3SQ9Hb9rfpJ02AWfaOPhpy,https://api.spotify.com/v1/audio-analysis/3SQ9Hb9rfpJ02AWfaOPhpy,167373,3
spotify:track:5U3i59kbTLrxo46TU1FRnF,James Brown,People Get Up And Drive Your Funky Soul - Remix,57,0.8,0.802,0,-5.439,1,0.166,0.23,0.00379,0.0971,0.82,97.586,audio_features,5U3i59kbTLrxo46TU1FRnF,https://api.spotify.com/v1/tracks/5U3i59kbTLrxo46TU1FRnF,https://api.spotify.com/v1/audio-analysis/5U3i59kbTLrxo46TU1FRnF,544640,4
spotify:track:2ivdsb1RcEJjIs5tuHkUC9,James Brown,Get Up (I Feel Like Being A) Sex Machine,45,0.838,0.616,10,-8.351,0,0.0711,0.18,7.17e-06,0.193,0.848,107.695,audio_features,2ivdsb1RcEJjIs5tuHkUC9,https://api.spotify.com/v1/tracks/2ivdsb1RcEJjIs5tuHkUC9,https://api.spotify.com/v1/audio-analysis/2ivdsb1RcEJjIs5tuHkUC9,316333,4
spotify:track:4Y5yjzs9FFw5qIgfZBd43I,James Brown,"Living in America - From ""Rocky IV"" Soundtrack",52,0.754,0.854,0,-7.114,1,0.0363,0.00148,0.00692,0.0675,0.761,113.908,audio_features,4Y5yjzs9FFw5qIgfZBd43I,https://api.spotify.com/v1/tracks/4Y5yjzs9FFw5qIgfZBd43I,https://api.spotify.com/v1/audio-analysis/4Y5yjzs9FFw5qIgfZBd43I,282840,4
spotify:track:76p5d8BcoUNIibKjCqOAOg,James Brown,It's A Man's World,44,0.729,0.28,2,-13.452,0,0.0366,0.322,0.000202,0.0783,0.25,102.869,audio_features,76p5d8BcoUNIibKjCqOAOg,https://api.spotify.com/v1/tracks/76p5d8BcoUNIibKjCqOAOg,https://api.spotify.com/v1/audio-analysis/76p5d8BcoUNIibKjCqOAOg,197933,3
spotify:track:3whRKAOlJ0M3banzcChvQv,James Brown,Get Up Offa That Thing,50,0.883,0.631,2,-11.473,1,0.42,0.339,5.19e-06,0.942,0.782,118.084,audio_features,3whRKAOlJ0M3banzcChvQv,https://api.spotify.com/v1/tracks/3whRKAOlJ0M3banzcChvQv,https://api.spotify.com/v1/audio-analysis/3whRKAOlJ0M3banzcChvQv,250387,4
spotify:track:44AgaeLQCnvk3PPHIaDeDk,James Brown,Try Me,42,0.673,0.243,0,-13.868,1,0.0306,0.911,0.0,0.286,0.644,101.531,audio_features,44AgaeLQCnvk3PPHIaDeDk,https://api.spotify.com/v1/tracks/44AgaeLQCnvk3PPHIaDeDk,https://api.spotify.com/v1/audio-analysis/44AgaeLQCnvk3PPHIaDeDk,151627,3
spotify:track:47Zqlw3jmibtVPy8usPjBj,James Brown,Unchained (The Payback / Untouchable),53,0.563,0.917,8,-4.753,1,0.158,0.128,8.47e-06,0.404,0.573,92.074,audio_features,47Zqlw3jmibtVPy8usPjBj,https://api.spotify.com/v1/tracks/47Zqlw3jmibtVPy8usPjBj,https://api.spotify.com/v1/audio-analysis/47Zqlw3jmibtVPy8usPjBj,171573,4
spotify:track:1qotCWAsvWFEjQAFRDN9nf,James Brown,Say It Loud - I'm Black And I'm Proud - Pt. 1,1,0.845,0.587,3,-9.876,1,0.137,0.49,0.00106,0.0351,0.912,115.947,audio_features,1qotCWAsvWFEjQAFRDN9nf,https://api.spotify.com/v1/tracks/1qotCWAsvWFEjQAFRDN9nf,https://api.spotify.com/v1/audio-analysis/1qotCWAsvWFEjQAFRDN9nf,287000,4
spotify:track:0E2xHsL2651JSq9MhIqBnx,James Brown,The Payback,0,0.868,0.741,6,-8.018,1,0.199,0.161,0.000173,0.84,0.759,97.935,audio_features,0E2xHsL2651JSq9MhIqBnx,https://api.spotify.com/v1/tracks/0E2xHsL2651JSq9MhIqBnx,https://api.spotify.com/v1/audio-analysis/0E2xHsL2651JSq9MhIqBnx,458627,4
spotify:track:0Iz7eho838Nr1Di5o0NG76,James Brown,Get On The Good Foot - Live,0,0.596,0.888,2,-7.244,1,0.123,0.00035,0.831,0.185,0.428,144.347,audio_features,0Iz7eho838Nr1Di5o0NG76,https://api.spotify.com/v1/tracks/0Iz7eho838Nr1Di5o0NG76,https://api.spotify.com/v1/audio-analysis/0Iz7eho838Nr1Di5o0NG76,196293,4
spotify:track:70XYKDbWgUHpXhX5DmPdEk,James Brown,Get Up Offa That Thing,0,0.827,0.776,1,-7.489,0,0.355,0.106,0.0,0.545,0.786,118.02,audio_features,70XYKDbWgUHpXhX5DmPdEk,https://api.spotify.com/v1/tracks/70XYKDbWgUHpXhX5DmPdEk,https://api.spotify.com/v1/audio-analysis/70XYKDbWgUHpXhX5DmPdEk,250467,4
spotify:track:1MuiWCLRlZD6tfFWGgDjJd,James Brown,Papa's Got A Brand New Bag - Pt. 1,0,0.767,0.791,4,-5.138,1,0.102,0.589,0.0564,0.219,0.894,130.286,audio_features,1MuiWCLRlZD6tfFWGgDjJd,https://api.spotify.com/v1/tracks/1MuiWCLRlZD6tfFWGgDjJd,https://api.spotify.com/v1/audio-analysis/1MuiWCLRlZD6tfFWGgDjJd,126373,4
spotify:track:3tv3Yq9VXyDZfs8TnExlco,James Brown,Get Up Offa That Thing (Release The Pressure) - 1991 Edit,0,0.834,0.683,4,-11.079,0,0.375,0.318,2.22e-06,0.75,0.719,118.863,audio_features,3tv3Yq9VXyDZfs8TnExlco,https://api.spotify.com/v1/tracks/3tv3Yq9VXyDZfs8TnExlco,https://api.spotify.com/v1/audio-analysis/3tv3Yq9VXyDZfs8TnExlco,374507,4
spotify:track:7yBbC6e5jhsVU0pWjYU0kA,James Brown,Papa's Got A Brand New Bag - Pt. 1,0,0.767,0.791,4,-5.138,1,0.102,0.589,0.0564,0.219,0.894,130.286,audio_features,7yBbC6e5jhsVU0pWjYU0kA,https://api.spotify.com/v1/tracks/7yBbC6e5jhsVU0pWjYU0kA,https://api.spotify.com/v1/audio-analysis/7yBbC6e5jhsVU0pWjYU0kA,126373,4
spotify:track:5vMTfupz6z7wlNiz0xVb4j,James Brown,"It's A Man's, Man's, Man's World - Single Version / Mono",55,0.629,0.429,3,-6.912,0,0.0364,0.788,0.000395,0.0702,0.567,81.675,audio_features,5vMTfupz6z7wlNiz0xVb4j,https://api.spotify.com/v1/tracks/5vMTfupz6z7wlNiz0xVb4j,https://api.spotify.com/v1/audio-analysis/5vMTfupz6z7wlNiz0xVb4j,166693,3
spotify:track:6Q88G7jaZCwL5ON5RLyRir,James Brown,Blind Man Can See It,46,0.686,0.319,5,-16.275,0,0.0669,0.536,0.0523,0.0945,0.894,98.549,audio_features,6Q88G7jaZCwL5ON5RLyRir,https://api.spotify.com/v1/tracks/6Q88G7jaZCwL5ON5RLyRir,https://api.spotify.com/v1/audio-analysis/6Q88G7jaZCwL5ON5RLyRir,138653,4
spotify:track:3pNfCtcbhWwa6TouKcMTGp,James Brown,Make It Funky - Pt. 1,44,0.903,0.475,9,-12.055,0,0.12,0.631,0.0607,0.113,0.804,97.554,audio_features,3pNfCtcbhWwa6TouKcMTGp,https://api.spotify.com/v1/tracks/3pNfCtcbhWwa6TouKcMTGp,https://api.spotify.com/v1/audio-analysis/3pNfCtcbhWwa6TouKcMTGp,198173,4
spotify:track:3UPWHgwMFfpE7dIWubNIXr,James Brown,I Got The Feelin',41,0.903,0.573,5,-11.568,1,0.235,0.399,0.000363,0.0495,0.871,128.779,audio_features,3UPWHgwMFfpE7dIWubNIXr,https://api.spotify.com/v1/tracks/3UPWHgwMFfpE7dIWubNIXr,https://api.spotify.com/v1/audio-analysis/3UPWHgwMFfpE7dIWubNIXr,152693,4
spotify:track:3UgdvE5e7nmHFY6WccxPwC,James Brown,Santa Claus Go Straight To The Ghetto,39,0.666,0.61,0,-6.101,1,0.0399,0.481,0.0,0.203,0.806,139.085,audio_features,3UgdvE5e7nmHFY6WccxPwC,https://api.spotify.com/v1/tracks/3UgdvE5e7nmHFY6WccxPwC,https://api.spotify.com/v1/audio-analysis/3UgdvE5e7nmHFY6WccxPwC,181053,4
spotify:track:7DSlXCe1TsCW3AWBgJ4YPp,James Brown,Out Of Sight - Single Version,45,0.631,0.432,3,-11.478,1,0.0434,0.652,0.000396,0.105,0.871,128.171,audio_features,7DSlXCe1TsCW3AWBgJ4YPp,https://api.spotify.com/v1/tracks/7DSlXCe1TsCW3AWBgJ4YPp,https://api.spotify.com/v1/audio-analysis/7DSlXCe1TsCW3AWBgJ4YPp,142200,4
spotify:track:6Bne501HS96nEeNq8Gn87R,James Brown,Get Up I Feel Like Being A Sex Machine - Pt. 1 / Single Version,48,0.841,0.655,8,-8.15,1,0.239,0.208,3.05e-06,0.291,0.865,108.442,audio_features,6Bne501HS96nEeNq8Gn87R,https://api.spotify.com/v1/tracks/6Bne501HS96nEeNq8Gn87R,https://api.spotify.com/v1/audio-analysis/6Bne501HS96nEeNq8Gn87R,170507,4
spotify:track:6qsaEadyD2FpKnT1cGT5ei,James Brown,Papa's Got A Brand New Bag - Pt. 1,45,0.696,0.493,9,-11.024,1,0.0835,0.568,9.08e-06,0.282,0.914,128.869,audio_features,6qsaEadyD2FpKnT1cGT5ei,https://api.spotify.com/v1/tracks/6qsaEadyD2FpKnT1cGT5ei,https://api.spotify.com/v1/audio-analysis/6qsaEadyD2FpKnT1cGT5ei,125933,4
spotify:track:3GWM2gYAWWBrrh1h9F8DEc,James Brown,Cold Sweat,42,0.746,0.557,7,-11.072,0,0.0405,0.289,1.19e-06,0.0996,0.892,119.748,audio_features,3GWM2gYAWWBrrh1h9F8DEc,https://api.spotify.com/v1/tracks/3GWM2gYAWWBrrh1h9F8DEc,https://api.spotify.com/v1/audio-analysis/3GWM2gYAWWBrrh1h9F8DEc,176973,4
spotify:track:3QQQgKPlqCjcDzBDoFDlJy,James Brown,I Got You (I Feel Good),0,0.603,0.522,7,-7.6,1,0.0978,0.335,1.06e-06,0.0917,0.705,143.249,audio_features,3QQQgKPlqCjcDzBDoFDlJy,https://api.spotify.com/v1/tracks/3QQQgKPlqCjcDzBDoFDlJy,https://api.spotify.com/v1/audio-analysis/3QQQgKPlqCjcDzBDoFDlJy,168893,4
spotify:track:08TJ1uehW1Zha0uVVCdGFM,James Brown,I Got You (I Feel Good),0,0.603,0.522,7,-7.6,1,0.0978,0.335,1.06e-06,0.0917,0.705,143.249,audio_features,08TJ1uehW1Zha0uVVCdGFM,https://api.spotify.com/v1/tracks/08TJ1uehW1Zha0uVVCdGFM,https://api.spotify.com/v1/audio-analysis/08TJ1uehW1Zha0uVVCdGFM,168893,4
spotify:track:6lgv1GXy3ANj32aMphqPi1,James Brown,I Got You (I Feel Good),0,0.603,0.522,7,-7.6,1,0.0978,0.335,1.06e-06,0.0917,0.705,143.249,audio_features,6lgv1GXy3ANj32aMphqPi1,https://api.spotify.com/v1/tracks/6lgv1GXy3ANj32aMphqPi1,https://api.spotify.com/v1/audio-analysis/6lgv1GXy3ANj32aMphqPi1,168893,4
spotify:track:0T1OrvV6bOQVL2vSQiDn6W,James Brown,Living in America,42,0.714,0.907,0,-4.687,1,0.0412,0.00121,0.000346,0.216,0.788,114.122,audio_features,0T1OrvV6bOQVL2vSQiDn6W,https://api.spotify.com/v1/tracks/0T1OrvV6bOQVL2vSQiDn6W,https://api.spotify.com/v1/audio-analysis/0T1OrvV6bOQVL2vSQiDn6W,248533,4
spotify:track:5gBJuMhaQihyChgp2ZFZvS,James Brown,Papa Don't Take No Mess,34,0.828,0.68,0,-10.232,1,0.0479,0.209,0.000264,0.225,0.708,96.649,audio_features,5gBJuMhaQihyChgp2ZFZvS,https://api.spotify.com/v1/tracks/5gBJuMhaQihyChgp2ZFZvS,https://api.spotify.com/v1/audio-analysis/5gBJuMhaQihyChgp2ZFZvS,264373,4
spotify:track:58cAopfBOtm1Sgifx99jtR,James Brown,Papa's Got A Brand New Bag - Pt. 1,55,0.777,0.816,4,-5.198,1,0.102,0.592,0.0212,0.253,0.897,129.563,audio_features,58cAopfBOtm1Sgifx99jtR,https://api.spotify.com/v1/tracks/58cAopfBOtm1Sgifx99jtR,https://api.spotify.com/v1/audio-analysis/58cAopfBOtm1Sgifx99jtR,126040,4
spotify:track:738VP3uV3ENOVVmXmJGuWS,James Brown,Get On The Good Foot - Pt. 1,40,0.893,0.798,7,-6.311,1,0.127,0.0577,2.43e-06,0.034,0.776,108.355,audio_features,738VP3uV3ENOVVmXmJGuWS,https://api.spotify.com/v1/tracks/738VP3uV3ENOVVmXmJGuWS,https://api.spotify.com/v1/audio-analysis/738VP3uV3ENOVVmXmJGuWS,209907,4
spotify:track:2J1IYUHS1XXyd2NepfTlco,James Brown,"Living in America - From ""Rocky IV"" Soundtrack",34,0.751,0.756,0,-10.363,1,0.0361,0.0013,0.00368,0.053,0.775,113.909,audio_features,2J1IYUHS1XXyd2NepfTlco,https://api.spotify.com/v1/tracks/2J1IYUHS1XXyd2NepfTlco,https://api.spotify.com/v1/audio-analysis/2J1IYUHS1XXyd2NepfTlco,282240,4
spotify:track:5h8ve1B7Gr3k4W0WXAgLxE,James Brown,Say It Loud - I'm Black And I'm Proud - Pt. 1,38,0.85,0.66,3,-6.323,1,0.193,0.386,0.00235,0.0449,0.926,115.076,audio_features,5h8ve1B7Gr3k4W0WXAgLxE,https://api.spotify.com/v1/tracks/5h8ve1B7Gr3k4W0WXAgLxE,https://api.spotify.com/v1/audio-analysis/5h8ve1B7Gr3k4W0WXAgLxE,167187,4
spotify:track:1zPkAyWzIAePfmbhHetqK7,James Brown,Unchained (The Payback / Untouchable),35,0.563,0.917,8,-4.753,1,0.158,0.128,8.47e-06,0.404,0.573,92.074,audio_features,1zPkAyWzIAePfmbhHetqK7,https://api.spotify.com/v1/tracks/1zPkAyWzIAePfmbhHetqK7,https://api.spotify.com/v1/audio-analysis/1zPkAyWzIAePfmbhHetqK7,171573,4
spotify:track:6hpmTwgNCz81H2bFEREx29,James Brown,"Get Up I Feel Like Being Like A Sex Machine, Pts. 1 & 2",53,0.833,0.661,10,-7.595,0,0.101,0.273,0.000149,0.294,0.858,108.314,audio_features,6hpmTwgNCz81H2bFEREx29,https://api.spotify.com/v1/tracks/6hpmTwgNCz81H2bFEREx29,https://api.spotify.com/v1/audio-analysis/6hpmTwgNCz81H2bFEREx29,318800,4
spotify:track:4Qcjd9oQjWfbihYK7oievR,James Brown,I'll Go Crazy,42,0.568,0.518,0,-11.409,1,0.0465,0.741,0.0,0.0532,0.791,135.097,audio_features,4Qcjd9oQjWfbihYK7oievR,https://api.spotify.com/v1/tracks/4Qcjd9oQjWfbihYK7oievR,https://api.spotify.com/v1/audio-analysis/4Qcjd9oQjWfbihYK7oievR,131240,3
spotify:track:5hyinpdAW0ov09P4Q2cert,James Brown,Give It Up Or Turnit A Loose - Remix,39,0.698,0.722,11,-14.111,0,0.0508,0.0386,0.548,0.0919,0.776,114.847,audio_features,5hyinpdAW0ov09P4Q2cert,https://api.spotify.com/v1/tracks/5hyinpdAW0ov09P4Q2cert,https://api.spotify.com/v1/audio-analysis/5hyinpdAW0ov09P4Q2cert,370200,4
spotify:track:4futXNt2UtvI1BiJZSTChK,James Brown,Super Bad - Pts.1 & 2,35,0.879,0.768,11,-10.558,0,0.0786,0.626,0.00407,0.072,0.943,125.04,audio_features,4futXNt2UtvI1BiJZSTChK,https://api.spotify.com/v1/tracks/4futXNt2UtvI1BiJZSTChK,https://api.spotify.com/v1/audio-analysis/4futXNt2UtvI1BiJZSTChK,300667,4
spotify:track:711ba03szQaASPznwdZkuw,James Brown,I Got You (I Feel Good) - 1966 Version,39,0.573,0.592,7,-6.724,1,0.13,0.44,4.17e-06,0.0956,0.707,144.408,audio_features,711ba03szQaASPznwdZkuw,https://api.spotify.com/v1/tracks/711ba03szQaASPznwdZkuw,https://api.spotify.com/v1/audio-analysis/711ba03szQaASPznwdZkuw,167347,5
spotify:track:2nV6LVdwqzy8qWO8WRmTZb,James Brown,Night Train,32,0.81,0.679,1,-9.042,1,0.108,0.22,0.00883,0.245,0.873,130.517,audio_features,2nV6LVdwqzy8qWO8WRmTZb,https://api.spotify.com/v1/tracks/2nV6LVdwqzy8qWO8WRmTZb,https://api.spotify.com/v1/audio-analysis/2nV6LVdwqzy8qWO8WRmTZb,219693,4
spotify:track:3BcH252CGECgOWfKBjAaBC,James Brown,"It's A Man's, Man's, Man's World",43,0.404,0.679,3,-5.398,0,0.0909,0.692,1.01e-05,0.0745,0.878,184.53,audio_features,3BcH252CGECgOWfKBjAaBC,https://api.spotify.com/v1/tracks/3BcH252CGECgOWfKBjAaBC,https://api.spotify.com/v1/audio-analysis/3BcH252CGECgOWfKBjAaBC,175853,3
spotify:track:5lE04QME0R4RNjepkflBJa,James Brown,Night Train,42,0.799,0.418,1,-15.585,1,0.204,0.17,0.0024,0.158,0.892,130.366,audio_features,5lE04QME0R4RNjepkflBJa,https://api.spotify.com/v1/tracks/5lE04QME0R4RNjepkflBJa,https://api.spotify.com/v1/audio-analysis/5lE04QME0R4RNjepkflBJa,211920,4
spotify:track:3iAufGxOfonBxbW2tsD64i,James Brown,Funky Drummer - Pt. 1 & 2,38,0.667,0.519,0,-14.37,1,0.0675,0.329,0.421,0.0478,0.604,99.526,audio_features,3iAufGxOfonBxbW2tsD64i,https://api.spotify.com/v1/tracks/3iAufGxOfonBxbW2tsD64i,https://api.spotify.com/v1/audio-analysis/3iAufGxOfonBxbW2tsD64i,553533,4
spotify:track:2ypFEmLB5q5j2l34bFxF8Y,James Brown,That's Life,42,0.6,0.443,0,-9.158,1,0.0502,0.655,4.9e-05,0.243,0.456,107.303,audio_features,2ypFEmLB5q5j2l34bFxF8Y,https://api.spotify.com/v1/tracks/2ypFEmLB5q5j2l34bFxF8Y,https://api.spotify.com/v1/audio-analysis/2ypFEmLB5q5j2l34bFxF8Y,269560,4
spotify:track:5dUMh0ugelpKfoFp3qChuK,Ray Charles,Hit the Road Jack,67,0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,audio_features,5dUMh0ugelpKfoFp3qChuK,https://api.spotify.com/v1/tracks/5dUMh0ugelpKfoFp3qChuK,https://api.spotify.com/v1/audio-analysis/5dUMh0ugelpKfoFp3qChuK,119880,4
spotify:track:2xar08Fq5xra2KKZs5Bw9j,Ray Charles,I've Got a Woman,62,0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,audio_features,2xar08Fq5xra2KKZs5Bw9j,https://api.spotify.com/v1/tracks/2xar08Fq5xra2KKZs5Bw9j,https://api.spotify.com/v1/audio-analysis/2xar08Fq5xra2KKZs5Bw9j,171467,4
spotify:track:2HoqbEOXgbDSLZ5XCePEXt,Ray Charles,Hit the Road Jack,66,0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,audio_features,2HoqbEOXgbDSLZ5XCePEXt,https://api.spotify.com/v1/tracks/2HoqbEOXgbDSLZ5XCePEXt,https://api.spotify.com/v1/audio-analysis/2HoqbEOXgbDSLZ5XCePEXt,119880,4
spotify:track:6yMGxqKj0218mFR5KqsMRq,Ray Charles,Georgia on My Mind,58,0.19,0.323,7,-12.405,1,0.0303,0.626,2.17e-06,0.176,0.281,94.34,audio_features,6yMGxqKj0218mFR5KqsMRq,https://api.spotify.com/v1/tracks/6yMGxqKj0218mFR5KqsMRq,https://api.spotify.com/v1/audio-analysis/6yMGxqKj0218mFR5KqsMRq,219560,4
spotify:track:5P11rW6aJErF37MTfRZS31,Ray Charles,"Hallelujah, I Love Her So",60,0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,audio_features,5P11rW6aJErF37MTfRZS31,https://api.spotify.com/v1/tracks/5P11rW6aJErF37MTfRZS31,https://api.spotify.com/v1/audio-analysis/5P11rW6aJErF37MTfRZS31,155507,4
spotify:track:5yQ9iMZXGcr5rlO4hoLsP4,Ray Charles,"What'd I Say, Pt. 1 & 2",57,0.54,0.681,4,-5.44,1,0.0508,0.808,0.0,0.162,0.794,88.385,audio_features,5yQ9iMZXGcr5rlO4hoLsP4,https://api.spotify.com/v1/tracks/5yQ9iMZXGcr5rlO4hoLsP4,https://api.spotify.com/v1/audio-analysis/5yQ9iMZXGcr5rlO4hoLsP4,307053,4
spotify:track:7DJsL4jyXA39GDiHFQYQ0t,Ray Charles,Mess Around,54,0.565,0.962,8,-2.981,1,0.064,0.437,0.0,0.056,0.906,148.808,audio_features,7DJsL4jyXA39GDiHFQYQ0t,https://api.spotify.com/v1/tracks/7DJsL4jyXA39GDiHFQYQ0t,https://api.spotify.com/v1/audio-analysis/7DJsL4jyXA39GDiHFQYQ0t,160227,4
spotify:track:79nJj5dMyTsUzKvN5jUXsJ,Ray Charles,I Can't Stop Loving You,58,0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,audio_features,79nJj5dMyTsUzKvN5jUXsJ,https://api.spotify.com/v1/tracks/79nJj5dMyTsUzKvN5jUXsJ,https://api.spotify.com/v1/audio-analysis/79nJj5dMyTsUzKvN5jUXsJ,256120,3
spotify:track:2htH7r8oqqEwp3BB6oh2cU,Ray Charles,Come Rain or Come Shine,53,0.357,0.216,3,-12.833,1,0.0343,0.767,4.31e-06,0.531,0.283,119.57,audio_features,2htH7r8oqqEwp3BB6oh2cU,https://api.spotify.com/v1/tracks/2htH7r8oqqEwp3BB6oh2cU,https://api.spotify.com/v1/audio-analysis/2htH7r8oqqEwp3BB6oh2cU,222733,4
spotify:track:47mA6f44zxLtdATOoY7GjN,Ray Charles,Georgia on My Mind - Original Master Recording,52,0.138,0.399,7,-8.756,1,0.0311,0.782,3.65e-06,0.188,0.296,179.93,audio_features,47mA6f44zxLtdATOoY7GjN,https://api.spotify.com/v1/tracks/47mA6f44zxLtdATOoY7GjN,https://api.spotify.com/v1/audio-analysis/47mA6f44zxLtdATOoY7GjN,217415,4
spotify:track:76MSB9fAR5jXVcBXdK5xMy,Ray Charles,It Had to Be You,53,0.505,0.17,3,-12.848,1,0.0325,0.823,2.87e-05,0.0619,0.305,82.888,audio_features,76MSB9fAR5jXVcBXdK5xMy,https://api.spotify.com/v1/tracks/76MSB9fAR5jXVcBXdK5xMy,https://api.spotify.com/v1/audio-analysis/76MSB9fAR5jXVcBXdK5xMy,164666,4
spotify:track:4HZblLxjStlyTYgWQINxME,Ray Charles,Your Cheatin' Heart,0,0.283,0.191,3,-13.945,1,0.0305,0.821,1.4e-05,0.258,0.274,78.39,audio_features,4HZblLxjStlyTYgWQINxME,https://api.spotify.com/v1/tracks/4HZblLxjStlyTYgWQINxME,https://api.spotify.com/v1/audio-analysis/4HZblLxjStlyTYgWQINxME,215853,4
spotify:track:0NY7ALAFrdrFFg345SWznY,Ray Charles,I Can't Stop Loving You,0,0.285,0.28,5,-13.552,1,0.0312,0.815,0.0,0.318,0.376,79.536,audio_features,0NY7ALAFrdrFFg345SWznY,https://api.spotify.com/v1/tracks/0NY7ALAFrdrFFg345SWznY,https://api.spotify.com/v1/audio-analysis/0NY7ALAFrdrFFg345SWznY,256120,3
spotify:track:06O7xpdFSpUZ3K3YAK4FmT,Ray Charles,Take These Chains From My Heart,0,0.435,0.131,5,-11.273,1,0.0288,0.859,0.0,0.113,0.447,102.977,audio_features,06O7xpdFSpUZ3K3YAK4FmT,https://api.spotify.com/v1/tracks/06O7xpdFSpUZ3K3YAK4FmT,https://api.spotify.com/v1/audio-analysis/06O7xpdFSpUZ3K3YAK4FmT,176587,4
spotify:track:5wfCY08QVWdUaigsFv9IkZ,Ray Charles,Here We Go Again,56,0.628,0.298,10,-12.571,1,0.0296,0.639,0.000442,0.101,0.391,98.966,audio_features,5wfCY08QVWdUaigsFv9IkZ,https://api.spotify.com/v1/tracks/5wfCY08QVWdUaigsFv9IkZ,https://api.spotify.com/v1/audio-analysis/5wfCY08QVWdUaigsFv9IkZ,238751,3
spotify:track:6LahUh0U4umx6hDFfVWlGi,Ray Charles,You Don't Know Me,50,0.231,0.284,3,-12.178,1,0.0415,0.881,0.0,0.0992,0.369,70.679,audio_features,6LahUh0U4umx6hDFfVWlGi,https://api.spotify.com/v1/tracks/6LahUh0U4umx6hDFfVWlGi,https://api.spotify.com/v1/audio-analysis/6LahUh0U4umx6hDFfVWlGi,196920,5
spotify:track:0gutAUZDhQ7jHEOLaez0JL,Ray Charles,I Believe to My Soul,47,0.661,0.217,3,-12.019,0,0.0361,0.856,0.0,0.158,0.367,70.898,audio_features,0gutAUZDhQ7jHEOLaez0JL,https://api.spotify.com/v1/tracks/0gutAUZDhQ7jHEOLaez0JL,https://api.spotify.com/v1/audio-analysis/0gutAUZDhQ7jHEOLaez0JL,182093,4
spotify:track:4h74V26B574hSICB5MZs1c,Ray Charles,You Don't Know Me,50,0.322,0.428,8,-9.102,1,0.0476,0.738,0.0,0.138,0.245,186.329,audio_features,4h74V26B574hSICB5MZs1c,https://api.spotify.com/v1/tracks/4h74V26B574hSICB5MZs1c,https://api.spotify.com/v1/audio-analysis/4h74V26B574hSICB5MZs1c,235402,3
